shipment number,tndr_carrier_cd,tndr_first_tender_fg,tndr_carrier_type_cd
71899813,RPWL,N,P
71900251,FLSZ,Y,P
71902038,LPUO,Y,P
71900419,SSAL,Y,P
71900133,TJIS,Y,P
71902706,LPUO,Y,P
71901561,FLSZ,Y,P
71900139,TJIS,Y,P
71903201,WREC,Y,P
71902293,QXWP,Y,N
71900163,UAFL,Y,P
71904223,TJIS,Y,P
71904218,FLSZ,Y,P
71900351,URXX,Y,P
71900447,VXRJ,Y,P
71903128,CHRE,Y,P
71903039,HJIK,N,P
71901074,LROI,Y,P
71902554,LROI,Y,P
71900109,SSAL,Y,P
71900089,UAFL,Y,P
71901015,AENM,Y,P
71901453,ULQZ,Y,P
71904667,TJIS,Y,P
71901421,TJIS,Y,P
71901323,NEPH,Y,P
71892213,BPNK,N,N
71903122,LROI,Y,P
71884465,URXX,N,P
71902372,RNZD,Y,P
71901349,ZRUH,Y,P
71901126,LRQU,N,P
71901576,FUYI,Y,P
71901256,UQIN,Y,P
71901784,UAFL,Y,N
71902364,GMDR,Y,P
71900402,ZPEC,Y,P
71900140,TJIS,Y,P
71901916,NUXY,Y,N
71901462,YFVO,Y,P
71902638,LRQU,Y,P
71903352,VOMK,Y,N
71900826,UVJX,Y,P
71902639,LRQU,Y,P
71902926,UAFL,Y,P
71902727,LRQU,Y,P
71902330,SGZW,Y,P
71901485,SSAL,Y,P
71902151,RNZD,Y,P
71900981,FUYI,Y,P
71900298,FLSZ,Y,P
71902451,HJIK,Y,P
71902716,LROI,Y,P
71904051,FLSZ,Y,P
71900747,FCFB,Y,P
71896890,FLSZ,Y,P
71901919,LPUO,Y,P
71900913,TFTZ,N,P
71902628,LROI,Y,P
71903098,WREC,Y,N
71903224,EZXA,Y,P
71899587,TJIS,N,P
71903526,AENM,Y,N
71903148,TJIS,Y,P
71902484,BPNK,Y,P
71902603,LROI,Y,P
71899914,TGIT,Y,P
71899416,TJIS,Y,P
71900800,QXWP,Y,P
71900588,HJIK,Y,P
71900029,TJIS,Y,P
71901492,FLSZ,Y,P
71901418,BJTI,N,B
71898223,KIPZ,Y,P
71899697,RPWL,N,P
71902929,LPUO,Y,P
71902843,YQCC,Y,P
71903423,UVJX,Y,P
71901272,NEPH,N,N
71903548,OPVP,Y,P
71903603,QSJV,Y,P
71902206,NBNP,Y,P
71901964,KMYV,Y,P
71901570,ZRUH,Y,P
71902766,ODSX,Y,P
71903945,GXAJ,Y,P
71902419,HJIK,Y,P
71899923,YQCC,Y,P
71901180,EZXA,Y,P
71900652,HJIK,N,P
71903960,UAFL,Y,P
71901187,KTSU,Y,P
71903946,GXAJ,Y,P
71904215,FLSZ,Y,P
71901914,NUXY,Y,N
71899778,RPWL,N,P
71903683,QXWP,Y,P
71899423,TJIS,Y,P
71901527,LLZY,Y,P
71899485,ZRUH,Y,P
71900734,VXJD,Y,P
71900085,UAFL,Y,P
71900293,LLZY,Y,P
71904035,OBEX,Y,P
71899913,SGZW,Y,P
71902242,LROI,Y,P
71902087,AENM,Y,N
71901579,RLOS,Y,N
71902698,AENM,Y,P
71903061,ZRUH,Y,P
71901489,HJIK,Y,P
71901793,TJIS,Y,P
71900040,TJIS,Y,P
71901633,FLSZ,N,P
71904099,GXAJ,Y,P
71901555,JMAI,Y,P
71900877,TJIS,Y,P
71903045,RLOS,Y,P
71899475,TJIS,Y,P
71903558,QSJV,Y,P
71902904,BUXU,Y,N
71900776,LROI,Y,P
71903561,LROI,Y,P
71898549,GMDR,N,N
71902409,NBNP,Y,P
71902373,SGZW,N,P
71899855,TGIT,Y,P
71903504,NUXY,Y,N
71900340,UAFL,Y,P
71902407,AENM,Y,N
71903067,ODSX,Y,P
71903064,RLOS,Y,P
71902723,LROI,Y,P
71901518,TJIS,N,P
71901335,FLSZ,Y,P
71900976,FCFB,Y,P
71901476,OPVP,N,P
71901086,LROI,Y,P
71903687,LLZY,Y,P
71902440,FLSZ,Y,P
71904447,CJPF,Y,P
71901533,FCFB,Y,P
71900807,FCFB,Y,P
71901167,PTVF,N,B
71900830,LROI,Y,P
71902538,LLZY,N,B
71902508,FLSZ,N,P
71900708,ITLI,Y,P
71902342,SGZW,Y,P
71901860,FCFB,Y,P
71900352,FLSZ,Y,P
71900382,GMDR,N,P
71902317,LROI,Y,P
71902886,LROI,Y,P
71902854,EZXA,Y,P
71903132,VOMK,Y,P
71900910,LROI,Y,P
71900712,KIPZ,Y,N
71900619,VOMK,Y,P
71902141,UVJX,Y,P
71903158,ODSX,Y,P
71902917,HJIK,Y,P
71901312,YQCC,N,B
71903221,YXXG,Y,P
71890062,BUXU,N,N
71903741,OBEX,N,P
71900386,HJIK,N,P
71902754,BPNK,Y,P
71903499,TJIS,Y,P
71901318,LROI,Y,P
71903143,UAFL,Y,P
71904428,GXAJ,Y,P
71901667,EZXA,Y,P
71902504,HJIK,Y,P
71904209,HJIK,N,P
71901016,LROI,Y,P
71901022,LROI,Y,P
71902888,LROI,Y,P
71904212,FLSZ,Y,P
71899422,TJIS,Y,P
71900087,UAFL,Y,P
71899371,TJIS,Y,P
71901129,QXWP,N,P
71903895,UAFL,Y,P
71901737,YQCC,Y,N
71902173,HJIK,N,P
71899783,YQCC,Y,P
71904236,TJIS,Y,P
71900331,GXAJ,Y,P
71898262,TJIS,Y,P
71899917,WREC,Y,P
71902901,FCFB,Y,P
71901414,BHHL,Y,P
71900891,TJIS,Y,P
71903727,ZRUH,Y,P
71903094,RLOS,N,P
71899566,NEPH,Y,P
71904231,FUYI,Y,P
71902435,LROI,Y,P
71884141,BPNK,N,N
71900848,FCFB,Y,P
71903177,EZXA,Y,P
71900459,UAFL,Y,P
71900663,NBNP,N,B
71901363,UQIN,Y,P
71903257,XIVB,Y,P
71900241,GMDR,Y,P
71903997,FLSZ,Y,P
71900371,FLSZ,Y,P
71902817,SSAL,Y,P
71902726,FLSZ,Y,P
71900118,TJIS,Y,P
71902793,BPNK,Y,P
71900995,LROI,Y,P
71903043,DNNR,Y,P
71900869,LROI,Y,P
71903894,TJIS,Y,P
71900895,UAFL,Y,P
71904002,KTSU,Y,P
71900131,TJIS,Y,P
71900167,TGIT,N,B
71900368,URXX,Y,P
71900896,UAFL,Y,P
71902838,ODSX,Y,P
71903285,LPUO,Y,P
71900365,PVKT,Y,P
71903017,LROI,Y,P
71903150,FWUK,Y,N
71901190,LPUO,Y,P
71901119,QXWP,Y,P
71903469,NUXY,Y,N
71900808,FCFB,Y,P
71901215,LYQQ,Y,P
71901131,KTSU,Y,P
71904537,HJIK,Y,P
71901911,NUXY,Y,N
71903893,TJIS,Y,P
71902784,VOMK,Y,P
71903852,GMDR,Y,N
71900076,LPUO,N,P
71903610,UAFL,Y,P
71902693,XKNP,Y,P
71900037,NEPH,Y,P
71904675,TJIS,Y,P
71903316,NEPH,N,P
71903145,ODSX,Y,P
71902937,URXX,Y,N
71900345,UAFL,Y,P
71901069,QHLK,N,B
71901244,TJIS,Y,P
71900358,FLSZ,Y,P
71902318,LROI,Y,P
71900120,TJIS,Y,P
71902378,GMDR,N,N
71902457,HJIK,Y,P
71901063,LROI,Y,P
71900576,GMDR,Y,P
71903226,EZXA,Y,P
71903804,QXWP,Y,P
71903202,ZKPQ,Y,N
71902511,LROI,Y,P
71901150,TJIS,Y,P
71902560,GMDR,Y,N
71901391,YFVO,Y,P
71902595,FLSZ,Y,P
71902406,AENM,Y,N
71902910,EZXA,Y,P
71900207,VXJD,Y,P
71900962,OBEX,Y,P
71900980,OBEX,Y,P
71897422,FLSZ,Y,P
71904016,TGIT,Y,P
71900034,WTJW,Y,P
71901755,FLSZ,Y,P
71901089,UVJX,Y,P
71898534,STVJ,N,P
71900317,GXAJ,Y,P
71904237,TJIS,Y,P
71899380,TJIS,Y,P
71901070,TJIS,Y,P
71903622,UAFL,Y,P
71900500,KIPZ,Y,P
71901384,OBEX,Y,P
71901599,JMAI,Y,P
71902594,URXX,N,P
71904214,HJIK,Y,P
71902718,HJIK,Y,P
71898222,OJKD,Y,P
71900098,UAFL,Y,P
71901547,VXJD,N,P
71900448,XKNP,Y,P
71901450,ITLI,N,P
71901019,LPUO,Y,P
71900266,UQIN,Y,P
71901385,GMDR,N,P
71904126,TJIS,Y,P
71901423,TJIS,Y,P
71899568,FLSZ,Y,P
71903309,TJIS,Y,P
71903093,WREC,Y,N
71902951,UAFL,Y,P
71900548,BUXU,N,B
71900752,LROI,Y,P
71900318,GXAJ,Y,P
71900326,GXAJ,Y,P
71899873,WREC,N,P
71900616,RLOS,Y,P
71901639,NEPH,Y,P
71900725,VXRJ,Y,P
71901710,GMDR,Y,P
71900093,UAFL,Y,P
71901680,EZXA,Y,P
71902475,LROI,Y,P
71901615,LROI,Y,P
71903619,RLOS,Y,P
71902935,LPUO,Y,P
71902570,VOMK,Y,P
71900458,UAFL,Y,P
71903222,YXXG,Y,P
71900026,HJIK,Y,P
71901727,ZPEC,N,B
71904123,NEPH,Y,P
71900036,UVJX,Y,P
71901786,LPUO,Y,P
71904063,NEPH,Y,P
71900294,ZPEC,Y,P
71900568,FLSZ,Y,P
71904594,UVJX,Y,P
71902919,HJIK,Y,P
71900503,OCZI,Y,P
71902857,SGZW,Y,P
71903721,LROI,Y,P
71900462,UAFL,Y,P
71904156,OPVP,N,P
71899191,WYIS,N,B
71902993,FWUK,Y,N
71901491,DNNR,N,P
71899508,TJIS,Y,P
71904118,TJIS,Y,P
71901253,LROI,Y,P
71901588,BHHL,Y,N
71901500,TJIS,Y,P
71902565,NEPH,Y,P
71903131,CHRE,Y,P
71900719,FLSZ,Y,P
71903986,TJIS,Y,P
71899376,TJIS,Y,P
71900284,QXWP,Y,P
71903070,ODSX,Y,P
71900892,ODSX,Y,P
71900455,UAFL,Y,P
71902324,SGZW,N,P
71901738,YQCC,Y,N
71901619,FCFB,Y,P
71902939,LROI,N,B
71902466,GSQV,Y,P
71900384,HJIK,Y,P
71900818,NBNP,Y,P
71903036,HJIK,Y,P
71900454,UAFL,Y,P
71899489,TJIS,Y,P
71900591,AENM,Y,P
71900173,CJPF,Y,P
71903044,DNNR,Y,P
71900832,OBEX,Y,P
71900755,HJIK,Y,P
71901486,LLZY,Y,P
71902521,LROI,Y,P
71902905,BUXU,Y,N
71901548,UAFL,Y,P
71902383,HJIK,Y,P
71900048,HJIK,Y,P
71900829,TJIS,Y,P
71900239,HJIK,Y,P
71901408,ODSX,Y,P
71901260,EZXA,Y,P
71900095,UAFL,Y,P
71900255,GMDR,Y,P
71904495,OPVP,Y,P
71899638,HJIK,Y,P
71904587,FLSZ,Y,P
71902472,LROI,Y,P
71903947,GXAJ,Y,P
71904020,CJPF,Y,P
71903033,HJIK,Y,P
71903668,SGZW,Y,P
71904033,OBEX,Y,P
71902839,LROI,Y,P
71904103,UAFL,Y,P
71901396,TJIS,Y,P
71903953,VOMK,Y,P
71900795,ODSX,Y,P
71900142,TJIS,Y,P
71902786,VOMK,Y,P
71900632,ITLI,N,P
71903959,UAFL,Y,P
71903525,LROI,Y,P
71900341,UAFL,Y,P
71900143,VOMK,Y,P
71903701,LPUO,Y,P
71900467,UAFL,Y,P
71902868,SGZW,Y,P
71903524,BPNK,Y,P
71900159,RTQT,Y,P
71900844,ODSX,Y,P
71901971,LROI,Y,P
71901117,UAFL,Y,N
71903286,HJIK,Y,P
71902305,HJIK,Y,P
71900971,TJIS,Y,P
71902647,JMAI,Y,P
71902239,LROI,Y,P
71900240,GMDR,Y,P
71902471,ODSX,Y,P
71901029,BHHL,Y,N
71904201,GMDR,N,P
71901094,LPUO,Y,P
71904538,FLSZ,Y,P
71901969,OPVP,N,P
71903154,WTJW,Y,P
71902161,RLOS,Y,P
71904066,EZXA,Y,P
71902722,LROI,Y,P
71901099,AENM,Y,P
71901243,TJIS,Y,P
71902921,PVKT,Y,P
71899844,SGZW,Y,P
71902812,BPNK,N,P
71902399,GMDR,N,N
71900260,LROI,Y,P
71902745,TJIS,Y,P
71904448,TJIS,Y,P
71899379,TJIS,Y,P
71902597,NEPH,Y,P
71903988,TJIS,Y,P
71902583,URXX,N,P
71902599,TJIS,Y,P
71900414,TGIT,Y,P
71902575,LROI,Y,P
71903638,LROI,Y,P
71900668,NEPH,Y,P
71900441,CHRE,Y,P
71903517,VOMK,Y,P
71901351,GMDR,Y,P
71902453,GSQV,Y,P
71902833,GSQV,Y,P
71902798,GSQV,Y,P
71903722,LROI,Y,P
71901278,LLZY,Y,P
71900347,UAFL,Y,P
71900461,UAFL,Y,P
71900715,YFVO,Y,P
71900819,ODSX,Y,P
71902631,LROI,Y,P
71903948,GXAJ,Y,P
71901104,LROI,Y,P
71902344,FCFB,Y,P
71901171,UVJX,Y,P
71904654,FLSZ,Y,P
71904226,TJIS,Y,P
71904581,SGZW,N,P
71898263,TJIS,Y,P
71903047,HJIK,Y,P
71904596,FLSZ,Y,P
71903706,NEPH,Y,P
71901483,HJIK,N,P
71903697,FLSZ,Y,P
71900645,RNZD,Y,P
71900248,NEPH,N,P
71904062,FLSZ,Y,P
71902496,TJIS,Y,P
71902731,UAFL,Y,P
71901715,ODSX,Y,P
71903142,UAFL,Y,P
71900583,HJIK,N,P
71902454,FCFB,Y,P
71902842,HJIK,N,P
71901466,LPUO,Y,P
71902450,FCFB,Y,P
71901122,UAFL,Y,P
71901193,YQCC,Y,P
71900689,FCFB,Y,P
71901277,VXJD,Y,P
71903206,GMDR,Y,P
71899381,TJIS,Y,P
71901009,ODSX,Y,P
71900252,NEPH,Y,P
71903790,QXWP,Y,P
71903312,NEPH,Y,P
71902552,LROI,Y,P
71901170,GMDR,Y,P
71901250,YQCC,Y,P
71900706,LROI,Y,P
71903138,UAFL,Y,P
71898317,QHLK,N,B
71901302,LLZY,N,B
71901516,BPNK,Y,P
71903493,WREC,N,P
71902885,TJIS,Y,P
71903698,LROI,Y,P
71902844,GMDR,Y,P
71902629,LROI,Y,P
71903179,BJTI,Y,P
71900342,UAFL,Y,P
71902858,OBEX,Y,P
71902528,YQCC,Y,P
71902827,NEPH,Y,P
71899509,TJIS,Y,P
71901913,NUXY,Y,N
71901004,TJIS,Y,P
71875969,FIKA,N,N
71900204,LLZY,Y,P
71900965,TJIS,Y,P
71902954,UAFL,Y,N
71901023,LROI,Y,P
71900446,VXRJ,Y,P
71902997,UAFL,Y,N
71902211,LPUO,Y,P
71901628,ODSX,Y,P
71902204,GMDR,Y,P
71901352,LPUO,Y,P
71904610,DNNR,Y,P
71900175,QXWP,Y,P
71900879,TJIS,Y,P
71900452,UAFL,Y,P
71902428,LROI,Y,P
71902600,TJIS,Y,P
71901236,BHHL,Y,N
71900996,LROI,Y,P
71899797,SGZW,Y,P
71901520,GMDR,Y,P
71903533,NUXY,Y,N
71900041,SSAL,N,B
71902995,FWUK,Y,N
71900468,UAFL,Y,P
71901105,LROI,Y,P
71903010,UQIN,N,P
71900735,ODSX,Y,P
71901218,YQCC,N,B
71900243,TJIS,Y,P
71901908,NUXY,Y,N
71900250,TJIS,Y,P
71901269,GMDR,Y,P
71902332,OBEX,Y,P
71901003,ODSX,Y,P
71902744,TJIS,Y,P
71901304,TFTZ,Y,P
71902880,LROI,Y,P
71901173,UVJX,Y,P
71904355,TYHZ,Y,P
71900801,GMDR,Y,P
71900231,UVJX,Y,P
71902767,ODSX,Y,P
71902331,GMDR,N,N
71902247,YQCC,N,P
71902402,YQCC,N,P
71901906,NUXY,Y,N
71903218,LROI,Y,P
71903213,FLSZ,N,P
71900989,FLSZ,Y,N
71902821,SSAL,Y,P
71903212,SGZW,N,P
71903306,LPUO,Y,P
71901426,TJIS,Y,P
71902584,GMDR,Y,P
71901754,BJTI,Y,P
71900908,GMDR,Y,P
71901975,BJTI,Y,P
71901567,ROLF,N,B
71900666,NEPH,Y,P
71904101,GXAJ,Y,P
71898550,BUXU,N,N
71901760,RNZD,Y,P
71900332,GXAJ,Y,P
71900097,UAFL,Y,P
71900245,SGZW,Y,P
71903311,FLSZ,Y,P
71900360,AENM,Y,P
71902971,EZXA,Y,P
71904252,TJIS,Y,P
71902992,UAFL,Y,P
71900200,NBNP,Y,P
71900288,GMDR,Y,P
71900267,EZXA,Y,P
71900499,VOMK,Y,P
71904584,GMDR,Y,P
71902197,LROI,Y,P
71901966,KMYV,Y,P
71902068,PVKT,Y,P
71900246,LLZY,Y,P
71900134,TJIS,Y,P
71902887,LROI,Y,P
71901674,VOMK,Y,P
71903725,GMDR,Y,P
71900444,QNRK,Y,P
71900407,HJIK,Y,P
71903470,NUXY,Y,N
71901650,UAFL,Y,P
71900688,GMDR,N,P
71901148,LROI,Y,P
71900872,TJIS,Y,P
71902246,NEPH,Y,N
71901726,QXWP,N,P
71901449,TJIS,Y,P
71892147,BPNK,N,N
71900822,LROI,Y,P
71901297,TJIS,Y,P
71904111,TGIT,N,P
71899560,ZPEC,Y,P
71902478,FLSZ,Y,P
71903472,LROI,Y,P
71901127,TJIS,Y,P
71900642,TJIS,Y,P
71900680,GMDR,N,P
71901435,KIPZ,Y,P
71901144,LLZY,N,B
71902852,CHRE,Y,P
71900030,TJIS,Y,P
71902392,FCFB,Y,P
71902686,LROI,Y,P
71902582,UVJX,Y,P
71901577,TJIS,Y,P
71904082,EOLP,Y,P
71900115,TJIS,Y,P
71903944,GXAJ,Y,P
71900700,YFVO,N,P
71900457,UAFL,Y,P
71901829,OBEX,Y,N
71902661,TGIT,N,N
71899657,TJIS,Y,N
71900343,UAFL,Y,P
71901557,BPNK,Y,P
71901589,LROI,Y,P
71901185,NEPH,Y,N
71902602,GXAJ,Y,P
71900538,VOMK,Y,P
71900607,QXWP,Y,P
71900729,GMDR,Y,P
71902298,LROI,Y,P
71902245,FLSZ,Y,P
71900359,AENM,Y,P
71888726,LPUO,N,P
71902196,LROI,Y,P
71900308,UAFL,Y,P
71900383,GMDR,N,P
71900933,FCFB,Y,P
71899426,TJIS,Y,P
71900994,UAFL,Y,P
71899455,TJIS,Y,P
71900815,AENM,Y,P
71902325,TJIS,Y,P
71901895,KMYV,Y,P
71898553,BUXU,N,N
71900768,RNZD,N,P
71901540,UAFL,Y,P
71899729,TFTZ,N,P
71900127,TJIS,Y,P
71902489,BPNK,Y,P
71900197,GSQV,Y,P
71896894,UAFL,Y,P
71901133,HJIK,Y,P
71901058,QXWP,Y,P
71900979,SSAL,Y,P
71900216,UVJX,Y,P
71902414,HJIK,Y,P
71902789,BPNK,Y,P
71903086,RLOS,Y,P
71899738,ZRUH,N,P
71900313,GXAJ,Y,P
71900201,VXJD,Y,P
71900699,YFVO,N,P
71901600,FLSZ,Y,P
71900825,URXX,Y,P
71900289,HJIK,Y,P
71904535,NEPH,Y,P
71902395,GSQV,Y,P
71902374,SGZW,N,P
71902295,HJIK,Y,P
71902423,HJIK,Y,P
71903135,SGZW,Y,P
71904238,TJIS,Y,P
71904585,FLSZ,Y,P
71904046,OPVP,N,P
71902702,RNZD,Y,P
71897403,SSAL,Y,P
71903329,HJIK,Y,P
71904235,TJIS,Y,P
71902425,LROI,Y,P
71901853,FLSZ,Y,P
71900264,UQIN,Y,P
71902608,SSAL,Y,P
71904004,RLOS,Y,P
71904013,KTSU,Y,P
71899808,TGIT,Y,P
71900082,UAFL,Y,P
71903308,BHHL,Y,N
71904685,TJIS,Y,P
71903381,FLSZ,Y,P
71901766,UVJX,Y,P
71902968,PVKT,Y,P
71900750,FLSZ,Y,P
71903019,RLOS,N,P
71900594,ZRUH,N,P
71903891,QXWP,Y,P
71904582,FLSZ,Y,P
71901163,URXX,Y,P
71904102,GXAJ,Y,P
71900145,VOMK,Y,P
71901021,KTSU,Y,P
71900495,TJIS,N,P
71904672,TJIS,Y,P
71900237,URXX,Y,P
71900247,TJIS,Y,P
71902225,LROI,Y,P
71903463,NEPH,Y,N
71903014,ODSX,Y,P
71902390,FCFB,Y,P
71904655,HJIK,Y,P
71902401,FLSZ,Y,P
71902244,FLSZ,Y,P
71900044,NEPH,Y,P
71902513,VQVH,Y,P
71904548,FCFB,Y,P
71900424,SSAL,Y,P
71902289,LPUO,Y,P
71899728,OBEX,Y,P
71899698,OBEX,Y,P
71903644,YXXG,Y,P
71899194,DQIC,N,P
71901266,ODSX,Y,P
71900726,VXRJ,Y,P
71903726,LROI,Y,P
71902933,ODSX,Y,P
71901490,DNNR,N,P
71900147,KIPZ,Y,P
71903370,ZPEC,Y,N
71903962,UAFL,Y,P
71904018,TJIS,Y,P
71902831,LROI,Y,P
71901566,FUYI,Y,P
71901065,QXWP,N,P
71902585,UVJX,Y,P
71902202,UAFL,Y,P
71903621,UVJX,Y,P
71901216,KIPZ,Y,P
71902438,LROI,Y,P
71902748,CHRE,Y,P
71902339,KTSU,N,P
71902752,SGZW,Y,P
71903664,NEPH,Y,N
71901694,RTQT,Y,P
71902473,LROI,Y,P
71903139,UAFL,Y,P
71901625,LPUO,Y,P
71900300,UAFL,Y,P
71900164,HJIK,Y,P
71900221,FLSZ,Y,P
71900950,ODSX,Y,P
71903260,VOMK,Y,N
71902557,LROI,Y,P
71903091,WREC,Y,N
71900889,BJTI,Y,P
71900338,GXAJ,Y,P
71899796,WREC,N,P
71901198,GMDR,Y,P
71902740,TJIS,Y,P
71901601,PVKT,Y,P
71902807,BPNK,Y,N
71903233,UAFL,Y,P
71904227,TJIS,Y,P
71884353,BPNK,N,N
71904044,HJIK,Y,P
71904533,HJIK,Y,P
71900425,URXX,Y,P
71900999,FCFB,Y,P
71900618,LROI,Y,P
71900213,UVJX,Y,P
71904094,LROI,Y,P
71904239,QXWP,Y,P
71900242,ROLF,N,B
71901517,QXWP,Y,P
71904670,TJIS,Y,P
71902861,FCFB,Y,P
71903890,HJIK,Y,P
71902902,FCFB,Y,P
71900105,RLOS,Y,P
71900346,UAFL,Y,P
71904040,FLSZ,Y,P
71901538,LPUO,Y,P
71904112,TJIS,Y,P
71902270,LROI,Y,P
71902329,HJIK,N,B
71900835,TJIS,Y,P
71902964,LROI,Y,P
71903178,BJTI,Y,P
71903375,HJIK,Y,P
71903220,YXXG,Y,P
71900487,FIKA,Y,P
71903225,LROI,Y,P
71900307,UAFL,Y,P
71904087,NBNP,Y,P
71902663,LROI,Y,P
71903468,NUXY,Y,N
71902163,VOMK,Y,P
71901689,GMDR,N,P
71901637,GMDR,N,P
71900746,HJIK,N,P
71902984,ODSX,Y,P
71900236,UVJX,Y,P
71903343,LPUO,Y,P
71903529,AENM,Y,N
71904052,UVJX,Y,P
71892157,BPNK,N,N
71902092,RTQT,Y,P
71904164,DNNR,Y,P
71902396,BPNK,Y,P
71903705,EZXA,Y,P
71903110,NUXY,Y,N
71898321,GMDR,Y,P
71902823,VXJD,Y,P
71899474,TJIS,Y,P
71901751,FLSZ,Y,P
71900271,LROI,Y,P
71900269,LROI,Y,P
71903434,UVJX,Y,P
71904045,GMDR,Y,P
71904660,TJIS,Y,P
71903054,UQIN,N,P
71903429,UAFL,Y,P
71900939,SFTR,Y,P
71902320,LROI,Y,P
71900047,SGZW,N,B
71902380,FLSZ,Y,P
71900223,NBNP,Y,P
71902367,FLSZ,Y,P
71902408,HJIK,Y,P
71902500,HJIK,Y,P
71899776,RPWL,N,P
71902996,UAFL,Y,N
71876779,FLSZ,N,N
71902777,ODSX,Y,P
71902586,UVJX,Y,P
71902604,LROI,Y,P
71904055,UVJX,Y,P
71900282,TJIS,Y,P
71902692,XKNP,Y,P
71904083,HJIK,Y,P
71900820,VXJD,Y,P
71900631,ITLI,N,P
71901455,FLSZ,Y,P
71902691,XKNP,Y,P
71903887,HJIK,Y,P
71900292,HJIK,Y,P
71903021,LROI,Y,N
71900878,LLZY,N,B
71900112,FUYI,Y,P
71901014,LPUO,Y,P
71923078,BPNK,Y,P
71919917,HJIK,Y,P
71923578,VXJD,Y,N
71884235,BPNK,N,N
71920013,HJIK,N,P
71917084,JMAI,Y,P
71911173,RTQT,Y,P
71908965,UAFL,Y,P
71912737,RLOS,Y,P
71915908,UVJX,Y,P
71911425,WTJW,Y,P
71909142,LPUO,Y,P
71919127,HJIK,Y,P
71919708,WREC,N,P
71909888,GXAJ,Y,P
71908041,RLOS,Y,P
71924187,FLSZ,Y,P
71906684,WREC,N,P
71911778,UVJX,Y,P
71917364,VXRJ,Y,P
71906148,LROI,N,P
71914744,URXX,N,B
71917931,DNNR,Y,P
71911548,HJIK,Y,P
71919529,OPVP,Y,P
71919229,TJIS,Y,P
71913043,BPNK,N,N
71910134,LROI,Y,P
71909697,TJIS,Y,P
71907731,TJIS,Y,P
71922552,LROI,Y,P
71920570,UAFL,Y,P
71919075,GMDR,N,P
71918710,LROI,Y,P
71916794,UVJX,Y,P
71919862,LROI,N,P
71919676,KMYV,Y,P
71913267,NBNP,Y,P
71910994,NBNP,Y,P
71920051,LROI,Y,P
71913044,LROI,Y,P
71912733,ZRUH,Y,P
71919326,LROI,Y,N
71911373,UAFL,Y,P
71904588,GMDR,N,P
71917793,STVJ,Y,P
71924131,VXJD,Y,N
71918911,FCFB,Y,P
71908384,CJPF,N,P
71906697,YFVO,Y,N
71914333,RTQT,Y,P
71921366,JMAI,Y,P
71912709,TJIS,Y,P
71910865,YFVO,N,B
71915578,HJIK,Y,P
71920822,BPNK,Y,P
71907449,VQVH,Y,P
71923647,HJIK,Y,P
71904943,BHHL,Y,P
71871741,GMDR,N,N
71911263,JMAI,Y,P
71922855,URXX,N,P
71911103,LROI,Y,P
71915159,HJIK,Y,P
71909211,UAFL,Y,P
71912193,UAFL,Y,P
71921944,BHHL,N,B
71923588,ODSX,Y,P
71913852,FLSZ,Y,P
71913378,GMDR,Y,P
71910842,ODSX,Y,P
71918276,NEPH,Y,P
71908264,BPNK,Y,P
71916866,CHRE,Y,P
71908380,TJIS,Y,P
71900392,RLOS,Y,P
71915237,TJIS,Y,P
71910172,QXWP,Y,P
71910202,VOMK,Y,P
71918517,UAFL,Y,P
71908206,TJIS,Y,P
71918639,WTJW,Y,P
71915855,LROI,Y,P
71918739,VOMK,Y,N
71923808,TJIS,N,P
71915045,LPUO,Y,P
71911684,LROI,N,P
71916252,VOMK,Y,P
71918993,YQCC,Y,P
71912228,NBNP,Y,P
71917077,UVKI,Y,P
71923021,NUXY,Y,N
71908939,GMDR,Y,P
71923191,LLZY,N,P
71911817,HJIK,N,P
71908871,GXAJ,Y,P
71921822,LROI,Y,P
71916257,UVJX,Y,P
71913257,HJIK,Y,P
71918796,FCFB,Y,P
71913310,RLOS,Y,P
71907208,YXXG,Y,P
71925312,FLSZ,Y,P
71914904,GSQV,Y,P
71918220,OBEX,Y,P
71917953,FLSZ,Y,P
71920432,LROI,Y,P
71907232,VXJD,Y,P
71912420,NBNP,Y,P
71916813,VXJD,Y,P
71912286,VTOK,Y,P
71915730,RLOS,Y,P
71905184,RNZD,Y,P
71921457,UAFL,Y,P
71915650,LROI,Y,P
71905319,HJIK,Y,P
71906397,RLOS,Y,P
71917590,BHHL,Y,N
71917178,FIKA,Y,P
71910996,FLSZ,Y,P
71915513,LROI,Y,P
71906493,QXWP,Y,P
71908807,RLOS,N,B
71917113,UAFL,Y,P
71914372,FLSZ,Y,P
71909294,LPUO,Y,P
71923788,XKNP,Y,P
71908691,TJIS,Y,P
71918065,RPWL,Y,P
71909393,RPWL,Y,P
71910030,AENM,Y,P
71910282,TJIS,Y,P
71913134,HJIK,Y,P
71922197,FUYI,N,P
71907564,NEPH,N,P
71915233,TJIS,N,P
71907275,GMDR,N,P
71913002,GMDR,Y,P
71921072,LROI,Y,P
71917256,JMAI,Y,P
71916477,LROI,Y,P
71914018,CJPF,Y,P
71918028,TJIS,Y,P
71909474,FCFB,Y,P
71910813,UVJX,Y,N
71913025,GMDR,Y,P
71915804,YFVO,Y,P
71906759,HJIK,Y,P
71919321,LROI,Y,P
71916467,TJIS,Y,P
71919631,LROI,Y,P
