shipment number,acpt_carrier_cd,acpt_first_response_fg
71902141,UVJX,Y
71903158,ODSX,Y
71902917,HJIK,Y
71901312,PTVF,Y
71903221,YXXG,Y
71890062,BUXU,Y
71903741,OBEX,Y
71900386,HJIK,Y
71902754,BPNK,Y
71903499,TJIS,Y
71901318,LROI,Y
71903143,UAFL,Y
71904428,GXAJ,Y
71901667,EZXA,Y
71902504,HJIK,Y
71904209,HJIK,Y
71901016,LROI,Y
71901022,LROI,Y
71902888,LROI,Y
71904212,FLSZ,Y
71899422,TJIS,Y
71900087,UAFL,Y
71899371,TJIS,Y
71901129,QXWP,Y
71903895,UAFL,Y
71901737,YQCC,Y
71902173,HJIK,Y
71899783,YQCC,Y
71904236,TJIS,Y
71900331,GXAJ,Y
71898262,TJIS,Y
71899917,WREC,Y
71902901,FCFB,Y
71901414,BHHL,Y
71900891,TJIS,Y
71903727,ZRUH,Y
71903094,RLOS,Y
71899566,NEPH,Y
71904231,FUYI,Y
71902435,LROI,Y
71884141,BPNK,Y
71900848,FCFB,Y
71903177,EZXA,Y
71900459,UAFL,Y
71900663,ZPEC,Y
71901363,UQIN,Y
71903257,XIVB,Y
71900241,GMDR,Y
71903997,FLSZ,Y
71900371,FLSZ,Y
71902817,SSAL,Y
71902726,FLSZ,Y
71900118,TJIS,Y
71902793,BPNK,Y
71900995,LROI,Y
71903043,DNNR,Y
71900869,LROI,Y
71903894,TJIS,Y
71900895,UAFL,Y
71904002,KTSU,Y
71900131,TJIS,Y
71900167,BHHL,Y
71900368,URXX,Y
71900896,UAFL,Y
71902838,ODSX,Y
71903285,LPUO,Y
71900365,PVKT,Y
71903017,LROI,Y
71903150,FWUK,Y
71901190,LPUO,Y
71901119,QXWP,Y
71903469,NUXY,Y
71900808,FCFB,Y
71901215,LYQQ,Y
71901131,KTSU,Y
71904537,HJIK,Y
71901911,NUXY,Y
71903893,TJIS,Y
71902784,VOMK,Y
71903852,GMDR,Y
71900076,LPUO,Y
71903610,UAFL,Y
71902693,XKNP,Y
71900037,NEPH,Y
71904675,TJIS,Y
71903316,NEPH,Y
71903145,ODSX,Y
71902937,URXX,Y
71900345,UAFL,Y
71901069,BUXU,Y
71901244,TJIS,Y
71900358,FLSZ,Y
71902318,LROI,Y
71900120,TJIS,Y
71902378,GMDR,Y
71902457,HJIK,Y
71901063,LROI,Y
71900576,GMDR,Y
71903226,EZXA,Y
71903804,QXWP,Y
71903202,ZKPQ,Y
71902511,LROI,Y
71901150,TJIS,Y
71902560,GMDR,Y
71901391,YFVO,Y
71902595,FLSZ,Y
71902406,AENM,Y
71902910,EZXA,Y
71900207,VXJD,Y
71900962,OBEX,Y
71900980,OBEX,Y
71897422,FLSZ,Y
71904016,TGIT,Y
71900034,WTJW,Y
71901755,FLSZ,Y
71901089,UVJX,Y
71898534,STVJ,Y
71900317,GXAJ,Y
71904237,TJIS,Y
71899380,TJIS,Y
71901070,TJIS,Y
71903622,UAFL,Y
71900500,KIPZ,Y
71901384,OBEX,Y
71901599,JMAI,Y
71902594,URXX,Y
71904214,HJIK,Y
71902718,HJIK,Y
71898222,OJKD,Y
71900098,UAFL,Y
71901547,VXJD,Y
71900448,XKNP,Y
71901450,ITLI,Y
71901019,LPUO,Y
71900266,UQIN,Y
71901385,GMDR,Y
71904126,TJIS,Y
71901423,TJIS,Y
71899568,FLSZ,Y
71903309,TJIS,Y
71903093,WREC,Y
71902951,UAFL,Y
71900548,ZPEC,Y
71900752,LROI,Y
71900318,GXAJ,Y
71900326,GXAJ,Y
71899873,WREC,Y
71900616,RLOS,Y
71901639,NEPH,Y
71900725,VXRJ,Y
71901710,GMDR,Y
71900093,UAFL,Y
71901680,EZXA,Y
71902475,LROI,Y
71901615,LROI,Y
71903619,RLOS,Y
71902935,LPUO,Y
71902570,VOMK,Y
71900458,UAFL,Y
71903222,YXXG,Y
71900026,HJIK,Y
71901727,ZPEC,Y
71904123,NEPH,Y
71900036,UVJX,Y
71901786,LPUO,Y
71904063,NEPH,Y
71900294,ZPEC,Y
71900568,FLSZ,Y
71904594,UVJX,Y
71902919,HJIK,Y
71900503,OCZI,Y
71902857,SGZW,Y
71903721,LROI,Y
71900462,UAFL,Y
71904156,OPVP,Y
71899191,NULL,NULL
71902993,FWUK,Y
71901491,DNNR,Y
71899508,TJIS,Y
71904118,TJIS,Y
71901253,LROI,Y
71901588,BHHL,Y
71901500,TJIS,Y
71902565,NEPH,Y
71903131,CHRE,Y
71900719,FLSZ,Y
71903986,TJIS,Y
71899376,TJIS,Y
71900284,QXWP,Y
71903070,ODSX,Y
71900892,ODSX,Y
71900455,UAFL,Y
71902324,SGZW,Y
71901738,YQCC,Y
71901619,FCFB,Y
71902939,BPNK,Y
71902466,GSQV,Y
71900384,HJIK,Y
71900818,NBNP,Y
71903036,HJIK,Y
71900454,UAFL,Y
71899489,TJIS,Y
71900591,AENM,Y
71900173,CJPF,Y
71903044,DNNR,Y
71900832,OBEX,Y
71900755,HJIK,Y
71901486,LLZY,Y
71902521,LROI,Y
71902905,BUXU,Y
71901548,UAFL,Y
71902383,HJIK,Y
71900048,HJIK,Y
71900829,TJIS,Y
71900239,HJIK,Y
71901408,ODSX,Y
71901260,EZXA,Y
71900095,UAFL,Y
71900255,GMDR,Y
71904495,OPVP,Y
71899638,HJIK,Y
71904587,FLSZ,Y
71902472,LROI,Y
71903947,GXAJ,Y
71904020,CJPF,Y
71903033,HJIK,Y
71903668,SGZW,Y
71904033,OBEX,Y
71902839,LROI,Y
71904103,UAFL,Y
71901396,TJIS,Y
71903953,VOMK,Y
71900795,ODSX,Y
71900142,TJIS,Y
71902786,VOMK,Y
71900632,ITLI,Y
71903959,UAFL,Y
71903525,LROI,Y
71900341,UAFL,Y
71900143,VOMK,Y
71903701,LPUO,Y
71900467,UAFL,Y
71902868,SGZW,Y
71903524,BPNK,Y
71900159,RTQT,Y
71900844,ODSX,Y
71901971,LROI,Y
71901117,UAFL,Y
71903286,HJIK,Y
71902305,HJIK,Y
71900971,TJIS,Y
71902647,JMAI,Y
71902239,LROI,Y
71900240,GMDR,Y
71902471,ODSX,Y
71901029,BHHL,Y
71904201,GMDR,Y
71901094,LPUO,Y
71904538,FLSZ,Y
71901969,OPVP,Y
71903154,WTJW,Y
71902161,RLOS,Y
71904066,EZXA,Y
71902722,LROI,Y
71901099,AENM,Y
71901243,TJIS,Y
71902921,PVKT,Y
71899844,SGZW,Y
71902812,BPNK,Y
71902399,GMDR,Y
71900260,LROI,Y
71902745,TJIS,Y
71904448,TJIS,Y
71899379,TJIS,Y
71902597,NEPH,Y
71903988,TJIS,Y
71902583,URXX,Y
71902599,TJIS,Y
71900414,TGIT,Y
71902575,LROI,Y
71903638,LROI,Y
71900668,NEPH,Y
71900441,CHRE,Y
71903517,VOMK,Y
71901351,GMDR,Y
71902453,GSQV,Y
71902833,GSQV,Y
71902798,GSQV,Y
71903722,LROI,Y
71901278,LLZY,Y
71900347,UAFL,Y
71900461,UAFL,Y
71900715,YFVO,Y
71900819,ODSX,Y
71902631,LROI,Y
71903948,GXAJ,Y
71901104,LROI,Y
71902344,FCFB,Y
71901171,UVJX,Y
71904654,FLSZ,Y
71904226,TJIS,Y
71904581,SGZW,Y
71898263,TJIS,Y
71903047,HJIK,Y
71904596,FLSZ,Y
71903706,NEPH,Y
71901483,HJIK,Y
71903697,FLSZ,Y
71900645,RNZD,Y
71900248,NEPH,Y
71904062,FLSZ,Y
71902496,TJIS,Y
71902731,UAFL,Y
71901715,ODSX,Y
71903142,UAFL,Y
71900583,HJIK,Y
71902454,FCFB,Y
71902842,HJIK,Y
71901466,LPUO,Y
71902450,FCFB,Y
71901122,UAFL,Y
71901193,YQCC,Y
71900689,FCFB,Y
71901277,VXJD,Y
71903206,GMDR,Y
71899381,TJIS,Y
71901009,ODSX,Y
71900252,NEPH,Y
71903790,QXWP,Y
71903312,NEPH,Y
71902552,LROI,Y
71901170,GMDR,Y
71901250,YQCC,Y
71900706,LROI,Y
71903138,UAFL,Y
71898317,BHHL,Y
71901302,BUXU,Y
71901516,BPNK,Y
71903493,WREC,Y
71902885,TJIS,Y
71903698,LROI,Y
71902844,GMDR,Y
71902629,LROI,Y
71903179,BJTI,Y
71900342,UAFL,Y
71902858,OBEX,Y
71902528,YQCC,Y
71902827,NEPH,Y
71899509,TJIS,Y
71901913,NUXY,Y
71901004,TJIS,Y
71875969,FIKA,Y
71900204,LLZY,Y
71900965,TJIS,Y
71902954,UAFL,Y
71901023,LROI,Y
71900446,VXRJ,Y
71902997,UAFL,Y
71902211,LPUO,Y
71901628,ODSX,Y
71902204,GMDR,Y
71901352,LPUO,Y
71904610,DNNR,Y
71900175,QXWP,Y
71900879,TJIS,Y
71900452,UAFL,Y
71902428,LROI,Y
71902600,TJIS,Y
71901236,BHHL,Y
71900996,LROI,Y
71899797,SGZW,Y
71901520,GMDR,Y
71903533,NUXY,Y
71900041,BHHL,Y
71902995,FWUK,Y
71900468,UAFL,Y
71901105,LROI,Y
71903010,UQIN,Y
71900735,ODSX,Y
71901218,MMQA,Y
71900243,TJIS,Y
71901908,NUXY,Y
71900250,TJIS,Y
71901269,GMDR,Y
71902332,OBEX,Y
71901003,ODSX,Y
71902744,TJIS,Y
71901304,TFTZ,Y
71902880,LROI,Y
71901173,UVJX,Y
71904355,TYHZ,Y
71900801,GMDR,Y
71900231,UVJX,Y
71902767,ODSX,Y
71902331,GMDR,Y
71902247,YQCC,Y
71902402,YQCC,Y
71901906,NUXY,Y
71903218,LROI,Y
71903213,FLSZ,Y
71900989,FLSZ,Y
71902821,SSAL,Y
71903212,SGZW,Y
71903306,LPUO,Y
71901426,TJIS,Y
71902584,GMDR,Y
71901754,BJTI,Y
71900908,GMDR,Y
71901975,BJTI,Y
71901567,BHHL,Y
71900666,NEPH,Y
71904101,GXAJ,Y
71898550,BUXU,Y
71901760,RNZD,Y
71900332,GXAJ,Y
71900097,UAFL,Y
71900245,SGZW,Y
71903311,FLSZ,Y
71900360,AENM,Y
71902971,EZXA,Y
71904252,TJIS,Y
71902992,UAFL,Y
71900200,NBNP,Y
71900288,GMDR,Y
71900267,EZXA,Y
71900499,VOMK,Y
71904584,GMDR,Y
71902197,LROI,Y
71901966,KMYV,Y
71902068,PVKT,Y
71900246,LLZY,Y
71900134,TJIS,Y
71902887,LROI,Y
71901674,VOMK,Y
71903725,GMDR,Y
71900444,QNRK,Y
71900407,HJIK,Y
71903470,NUXY,Y
71901650,UAFL,Y
71900688,GMDR,Y
71901148,LROI,Y
71900872,TJIS,Y
71902246,NEPH,Y
71901726,QXWP,Y
71901449,TJIS,Y
71892147,BPNK,Y
71900822,LROI,Y
71901297,TJIS,Y
71904111,TGIT,Y
71899560,ZPEC,Y
71902478,FLSZ,Y
71903472,LROI,Y
71901127,TJIS,Y
71900642,TJIS,Y
71900680,GMDR,Y
71901435,KIPZ,Y
71901144,BUXU,Y
71902852,CHRE,Y
71900030,TJIS,Y
71902392,FCFB,Y
71902686,LROI,Y
71902582,UVJX,Y
71901577,TJIS,Y
71904082,EOLP,Y
71900115,TJIS,Y
71903944,GXAJ,Y
71900700,YFVO,Y
71900457,UAFL,Y
71901829,OBEX,Y
71902661,TGIT,Y
71899657,TJIS,Y
71900343,UAFL,Y
71901557,BPNK,Y
71901589,LROI,Y
71901185,NEPH,Y
71902602,GXAJ,Y
71900538,VOMK,Y
71900607,QXWP,Y
71900729,GMDR,Y
71902298,LROI,Y
71902245,FLSZ,Y
71900359,AENM,Y
71888726,LPUO,Y
71902196,LROI,Y
71900308,UAFL,Y
71900383,GMDR,Y
71900933,FCFB,Y
71899426,TJIS,Y
71900994,UAFL,Y
71899455,TJIS,Y
71900815,AENM,Y
71902325,TJIS,Y
71901895,KMYV,Y
71898553,BUXU,Y
71900768,RNZD,Y
71901540,UAFL,Y
71899729,TFTZ,Y
71900127,TJIS,Y
71902489,BPNK,Y
71900197,GSQV,Y
71896894,UAFL,Y
71901133,HJIK,Y
71901058,QXWP,Y
71900979,SSAL,Y
71900216,UVJX,Y
71902414,HJIK,Y
71902789,BPNK,Y
71903086,RLOS,Y
71899738,ZRUH,Y
71900313,GXAJ,Y
71900201,VXJD,Y
71900699,YFVO,Y
71901600,FLSZ,Y
71900825,URXX,Y
71900289,HJIK,Y
71904535,NEPH,Y
71902395,GSQV,Y
71902374,SGZW,Y
71902295,HJIK,Y
71902423,HJIK,Y
71903135,SGZW,Y
71904238,TJIS,Y
71904585,FLSZ,Y
71904046,OPVP,Y
71902702,RNZD,Y
71897403,SSAL,Y
71903329,HJIK,Y
71904235,TJIS,Y
71902425,LROI,Y
71901853,FLSZ,Y
71900264,UQIN,Y
71902608,SSAL,Y
71904004,RLOS,Y
71904013,KTSU,Y
71899808,TGIT,Y
71900082,UAFL,Y
71903308,BHHL,Y
71904685,TJIS,Y
71903381,FLSZ,Y
71901766,UVJX,Y
71902968,PVKT,Y
71900750,FLSZ,Y
71903019,RLOS,Y
71900594,ZRUH,Y
71903891,QXWP,Y
71904582,FLSZ,Y
71901163,URXX,Y
71904102,GXAJ,Y
71900145,VOMK,Y
71901021,KTSU,Y
71900495,TJIS,Y
71904672,TJIS,Y
71900237,URXX,Y
71900247,TJIS,Y
71902225,LROI,Y
71903463,NEPH,Y
71903014,ODSX,Y
71902390,FCFB,Y
71904655,HJIK,Y
71902401,FLSZ,Y
71902244,FLSZ,Y
71900044,NEPH,Y
71902513,VQVH,Y
71904548,FCFB,Y
71900424,SSAL,Y
71902289,LPUO,Y
71899728,OBEX,Y
71899698,OBEX,Y
71903644,YXXG,Y
71899194,DQIC,Y
71901266,ODSX,Y
71900726,VXRJ,Y
71903726,LROI,Y
71902933,ODSX,Y
71901490,DNNR,Y
71900147,KIPZ,Y
71903370,ZPEC,Y
71903962,UAFL,Y
71904018,TJIS,Y
71902831,LROI,Y
71901566,FUYI,Y
71901065,QXWP,Y
71902585,UVJX,Y
71902202,UAFL,Y
71903621,UVJX,Y
71901216,KIPZ,Y
71902438,LROI,Y
71902748,CHRE,Y
71902339,KTSU,Y
71902752,SGZW,Y
71903664,NEPH,Y
71901694,RTQT,Y
71902473,LROI,Y
71903139,UAFL,Y
71901625,LPUO,Y
71900300,UAFL,Y
71900164,HJIK,Y
71900221,FLSZ,Y
71900950,ODSX,Y
71903260,VOMK,Y
71902557,LROI,Y
71903091,WREC,Y
71900889,BJTI,Y
71900338,GXAJ,Y
71899796,WREC,Y
71901198,GMDR,Y
71902740,TJIS,Y
71901601,PVKT,Y
71902807,BPNK,Y
71903233,UAFL,Y
71904227,TJIS,Y
71884353,BPNK,Y
71904044,HJIK,Y
71904533,HJIK,Y
71900425,URXX,Y
71900999,FCFB,Y
71900618,LROI,Y
71900213,UVJX,Y
71904094,LROI,Y
71904239,QXWP,Y
71900242,BHHL,Y
71901517,QXWP,Y
71904670,TJIS,Y
71902861,FCFB,Y
71903890,HJIK,Y
71902902,FCFB,Y
71900105,RLOS,Y
71900346,UAFL,Y
71904040,FLSZ,Y
71901538,LPUO,Y
71904112,TJIS,Y
71902270,LROI,Y
71902329,HJIK,Y
71900835,TJIS,Y
71902964,LROI,Y
71903178,BJTI,Y
71903375,HJIK,Y
71903220,YXXG,Y
71900487,FIKA,Y
71903225,LROI,Y
71900307,UAFL,Y
71904087,NBNP,Y
71902663,LROI,Y
71903468,NUXY,Y
71902163,VOMK,Y
71901689,GMDR,Y
71901637,GMDR,Y
71900746,HJIK,Y
71902984,ODSX,Y
71900236,UVJX,Y
71903343,LPUO,Y
71903529,AENM,Y
71904052,UVJX,Y
71892157,BPNK,Y
71902092,RTQT,Y
71904164,DNNR,Y
71902396,BPNK,Y
71903705,EZXA,Y
71903110,NUXY,Y
71898321,GMDR,Y
71902823,VXJD,Y
71899474,TJIS,Y
71901751,FLSZ,Y
71900271,LROI,Y
71900269,LROI,Y
71903434,UVJX,Y
71904045,GMDR,Y
71904660,TJIS,Y
71903054,UQIN,Y
71903429,UAFL,Y
71900939,SFTR,Y
71902320,LROI,Y
71900047,BUXU,Y
71902380,FLSZ,Y
71900223,NBNP,Y
71902367,FLSZ,Y
71902408,HJIK,Y
71902500,HJIK,Y
71899776,RPWL,Y
71902996,UAFL,Y
71876779,NULL,NULL
71902777,ODSX,Y
71902586,UVJX,Y
71902604,LROI,Y
71904055,UVJX,Y
71900282,TJIS,Y
71902692,XKNP,Y
71904083,HJIK,Y
71900820,VXJD,Y
71900631,ITLI,Y
71901455,FLSZ,Y
71902691,XKNP,Y
71903887,HJIK,Y
71900292,HJIK,Y
71903021,LROI,Y
71900878,BHHL,Y
71900112,FUYI,Y
71901014,LPUO,Y
71923078,BPNK,Y
71919917,HJIK,Y
71923578,VXJD,Y
71884235,BPNK,Y
71920013,HJIK,Y
71917084,JMAI,Y
71911173,RTQT,Y
71908965,UAFL,Y
71912737,RLOS,Y
71915908,UVJX,Y
71911425,WTJW,Y
71909142,LPUO,Y
71919127,HJIK,Y
71919708,WREC,Y
71909888,GXAJ,Y
71908041,RLOS,Y
71924187,FLSZ,Y
71906684,WREC,Y
71911778,UVJX,Y
71917364,VXRJ,Y
71906148,LROI,Y
71914744,ZPEC,Y
71917931,DNNR,Y
71911548,HJIK,Y
71919529,OPVP,Y
71919229,TJIS,Y
71913043,BPNK,Y
71910134,LROI,Y
71909697,TJIS,Y
71907731,TJIS,Y
71922552,LROI,Y
71920570,UAFL,Y
71919075,GMDR,Y
71918710,LROI,Y
71916794,UVJX,Y
71919862,LROI,Y
71919676,KMYV,Y
71913267,NBNP,Y
71910994,NBNP,Y
71920051,LROI,Y
71913044,LROI,Y
71912733,ZRUH,Y
71919326,LROI,Y
71911373,UAFL,Y
71904588,GMDR,Y
71917793,STVJ,Y
71924131,VXJD,Y
71918911,FCFB,Y
71908384,CJPF,Y
71906697,YFVO,Y
71914333,RTQT,Y
71921366,JMAI,Y
71912709,TJIS,Y
71910865,BHHL,Y
71915578,HJIK,Y
71920822,BPNK,Y
71907449,VQVH,Y
71923647,HJIK,Y
71904943,BHHL,Y
71871741,GMDR,Y
71911263,JMAI,Y
71922855,URXX,Y
71911103,LROI,Y
71915159,HJIK,Y
71909211,UAFL,Y
71912193,UAFL,Y
71921944,BHHL,Y
71923588,ODSX,Y
71913852,FLSZ,Y
71913378,GMDR,Y
71910842,ODSX,Y
71918276,NEPH,Y
71908264,BPNK,Y
71916866,CHRE,Y
71908380,TJIS,Y
71900392,RLOS,Y
71915237,TJIS,Y
71910172,QXWP,Y
71910202,VOMK,Y
71918517,UAFL,Y
71908206,TJIS,Y
71918639,WTJW,Y
71915855,LROI,Y
71918739,VOMK,Y
71923808,TJIS,Y
71915045,LPUO,Y
71911684,LROI,Y
71916252,VOMK,Y
71918993,YQCC,Y
71912228,NBNP,Y
71917077,UVKI,Y
71923021,NUXY,Y
71908939,GMDR,Y
71923191,LLZY,Y
71911817,HJIK,Y
71908871,GXAJ,Y
71921822,LROI,Y
71916257,UVJX,Y
71913257,HJIK,Y
71918796,FCFB,Y
71913310,RLOS,Y
71907208,YXXG,Y
71925312,FLSZ,Y
71914904,GSQV,Y
71918220,OBEX,Y
71917953,FLSZ,Y
71920432,LROI,Y
71907232,VXJD,Y
71912420,NBNP,Y
71916813,VXJD,Y
71912286,VTOK,Y
71915730,RLOS,Y
71905184,RNZD,Y
71921457,UAFL,Y
71915650,LROI,Y
71905319,HJIK,Y
71906397,RLOS,Y
71917590,BHHL,Y
71917178,FIKA,Y
71910996,FLSZ,Y
71915513,LROI,Y
71906493,QXWP,Y
71908807,BHHL,Y
71917113,UAFL,Y
71914372,FLSZ,Y
71909294,LPUO,Y
71923788,XKNP,Y
71908691,TJIS,Y
71918065,RPWL,Y
71909393,RPWL,Y
71910030,AENM,Y
71910282,TJIS,Y
71913134,HJIK,Y
71922197,FUYI,Y
71907564,NEPH,Y
71915233,TJIS,Y
71907275,GMDR,Y
71913002,GMDR,Y
71921072,LROI,Y
71917256,JMAI,Y
71916477,LROI,Y
71914018,CJPF,Y
71918028,TJIS,Y
71909474,FCFB,Y
71910813,UVJX,Y
71913025,GMDR,Y
71915804,YFVO,Y
71906759,HJIK,Y
71919321,LROI,Y
71916467,TJIS,Y
71919631,LROI,Y
71918905,HJIK,Y
71908719,TJIS,Y
71916492,TJIS,Y
71921967,GSQV,Y
71922510,VXJD,Y
71922187,QXWP,Y
71905235,UAFL,Y
71914771,UAFL,Y
71904915,NEPH,Y
71912678,LROI,Y
71910464,HJIK,Y
71909384,HJIK,Y
71919736,UAFL,Y
71905153,UAFL,Y
71907849,PVKT,Y
71919701,EZXA,Y
71911767,BPNK,Y
71908437,TJIS,Y
71910448,FGKF,Y
71925478,TJIS,Y
71912500,FGKF,Y
71916928,NBNP,Y
71923163,OFCN,Y
71912255,TFTZ,Y
71908490,TFTZ,Y
71903720,ZPEC,Y
71912378,ZPEC,Y
71911482,GSQV,Y
71924193,NEPH,Y
71923607,LROI,Y
71915468,NUXY,Y
71906030,LLZY,Y
71914041,TJIS,Y
71906881,LPUO,Y
71922467,YQCC,Y
71905106,DNNR,Y
71910773,GXAJ,Y
71924020,GMDR,Y
71913497,UVJX,Y
71919286,GMDR,Y
71905754,TJIS,Y
71908368,TJIS,Y
71923768,UAFL,Y
71916692,TJIS,Y
71915164,NZKX,Y
71909285,FIKA,Y
71903057,LROI,Y
71908198,RLOS,Y
71911556,CJPF,Y
71907576,VOMK,Y
71905692,ULQZ,Y
71920648,TJIS,Y
71921737,CHRE,Y
71922939,QXWP,Y
71923049,QXWP,Y
71912707,RTQT,Y
71910256,FLSZ,Y
71919816,BUXU,Y
71918624,LRQU,Y
71919817,BUXU,Y
71915396,HJIK,Y
71915883,HJIK,Y
71906495,FUYI,Y
71913960,FCFB,Y
71904908,HJIK,Y
71922635,LPUO,Y
71915069,TJIS,Y
71912266,TJIS,Y
71912243,TJIS,Y
71915576,RLOS,Y
71917540,ZPEC,Y
71913168,UAFL,Y
71914794,ODSX,Y
71910182,LROI,Y
71909205,UAFL,Y
71922639,UAFL,Y
71907040,VHJQ,Y
71913307,NBNP,Y
71919540,KMYV,Y
71910761,TJIS,Y
71906829,TJIS,Y
71909131,TJIS,Y
71908957,UAFL,Y
71913796,NBNP,Y
71918769,LROI,Y
71912969,NEPH,Y
71924080,NUXY,Y
71915184,TJIS,Y
71906222,NBNP,Y
71923006,BHHL,Y
71918908,OBEX,Y
71913129,HJIK,Y
71915784,LPUO,Y
71921312,GMDR,Y
71920787,YQCC,Y
71921232,UAFL,Y
71910479,HJIK,Y
71911153,AENM,Y
71922523,LROI,Y
71920859,YQCC,Y
71911105,AENM,Y
71914411,ODSX,Y
71915456,FWUK,Y
71921820,LROI,Y
71907655,BUXU,Y
71914817,UVJX,Y
71911179,YFVO,Y
71904953,NEPH,Y
71922488,OCZI,Y
71918676,NUXY,Y
71907679,BUXU,Y
71904909,NBNP,Y
71908760,NBNP,Y
71920650,VOMK,Y
71908126,EZXA,Y
71906031,GMDR,Y
71921054,GMDR,Y
71915919,FLSZ,Y
71909012,KIPZ,Y
71922489,ODSX,Y
71916383,TJIS,Y
71919853,TJIS,Y
71916728,UAFL,Y
71920263,CHRE,Y
71909366,NEPH,Y
71921474,CHRE,Y
71913063,UQIN,Y
71915250,TJIS,Y
71907022,KTSU,Y
71911141,QNRK,Y
71925572,HJIK,Y
71922773,HJIK,Y
71906898,FLSZ,Y
71916234,VXJD,Y
71916039,BJTI,Y
71923008,NZKX,Y
71900388,BJTI,Y
71920126,FLSZ,Y
71924552,LPUO,Y
71918416,UAFL,Y
71921262,GMDR,Y
71912178,LROI,Y
71908065,LROI,Y
71918660,QHLK,Y
71907616,VOMK,Y
71917460,AENM,Y
71911657,NBNP,Y
71922701,QNRK,Y
71920251,NEPH,Y
71909048,NBNP,Y
71919475,LLZY,Y
71915589,URXX,Y
71917919,VQVH,Y
71906710,OFCN,Y
71923186,LROI,Y
71917464,ODSX,Y
71918066,TJIS,Y
71906475,HJIK,Y
71919080,TJIS,Y
71913026,HJIK,Y
71911501,FGKF,Y
71919168,TJIS,Y
71920366,ODSX,Y
71906019,FLSZ,Y
71915311,FLSZ,Y
71918969,FLSZ,Y
71920397,FGKF,Y
71922235,ROLF,Y
71910682,OJKD,Y
71913383,AENM,Y
71920722,KTSU,Y
71914457,ZRUH,Y
71914339,UAFL,Y
71919045,TJIS,Y
71907783,ZPEC,Y
71921997,TJIS,Y
71913815,VXJD,Y
71924055,TJIS,Y
71921999,UQIN,Y
71920351,ODSX,Y
71917067,LROI,Y
71923004,BHHL,Y
71921285,YQCC,Y
71913693,TJIS,Y
71917858,FUYI,Y
71924198,TJIS,Y
71916774,NBNP,Y
71912747,TJIS,Y
71904843,NEPH,Y
71925301,HJIK,Y
71913478,LROI,Y
71918835,HJIK,Y
71917923,LROI,Y
71910974,ITLI,Y
71917473,LROI,Y
71922845,TJIS,Y
71911776,TJIS,Y
71908842,RTQT,Y
71916736,KTSU,Y
71908859,ZRUH,Y
71910970,FLSZ,Y
71919381,WREC,Y
71918770,VOMK,Y
71923685,GMDR,Y
71925147,OPVP,Y
71919209,VOMK,Y
71918988,TJIS,Y
71915975,UVJX,Y
71919033,NEPH,Y
71916991,BHHL,Y
71905229,UAFL,Y
71913453,HJIK,Y
71912240,OPVP,Y
71922698,LLZY,Y
71904956,VXJD,Y
71918501,LROI,Y
71917842,ULQZ,Y
71918309,BPNK,Y
71910434,EZXA,Y
71922119,OBEX,Y
71918733,FLSZ,Y
71908464,WTJW,Y
71917237,YFVO,Y
71923604,LRQU,Y
71914111,HJIK,Y
71918397,RNZD,Y
71916232,CJPF,Y
71921458,UAFL,Y
71921263,BHHL,Y
71921212,NBNP,Y
71919131,YQCC,Y
71915426,LROI,Y
71908004,HJIK,Y
71908219,HJIK,Y
71912012,BPNK,Y
71906674,LROI,Y
71905611,GMDR,Y
71904247,TGIT,Y
71905842,UVJX,Y
71916824,UAFL,Y
71912226,GMDR,Y
71904967,FLSZ,Y
71922256,RLOS,Y
71924991,TJIS,Y
71904874,UAFL,Y
71914375,OBEX,Y
71912357,TFTZ,Y
71919294,UVJX,Y
71905750,QXWP,Y
71913142,BHHL,Y
71921425,QXWP,Y
71912247,RPWL,Y
71909066,TGIT,Y
71915118,TJIS,Y
71913788,FCFB,Y
71917109,UAFL,Y
71913486,FCFB,Y
71913056,LROI,Y
71913770,VOMK,Y
71908388,UAFL,Y
71910051,BHHL,Y
71915475,LROI,Y
71909943,MMQA,Y
71919991,LPUO,Y
71917925,VXJD,Y
71904991,GXAJ,Y
71910442,LPUO,Y
71925328,OPVP,Y
71919907,LROI,Y
71908968,UAFL,Y
71913460,WREC,Y
71915427,TGIT,Y
71911086,BUXU,Y
71921193,GXAJ,Y
71906621,TJIS,Y
71912985,URXX,Y
71908045,ODSX,Y
71916513,TJIS,Y
71916150,ZJDO,Y
71923968,RTQT,Y
71924971,UAFL,Y
71915738,RLOS,Y
71925591,OPVP,Y
71921231,RTQT,Y
71914285,TJIS,Y
71908840,RTQT,Y
71916536,TGIT,Y
71917002,FLSZ,Y
71922147,ZRUH,Y
71916610,TGIT,Y
71912180,BJTI,Y
71917909,STVJ,Y
71924372,UAFL,Y
71913011,GMDR,Y
71911307,LROI,Y
71905862,OUHI,Y
71914215,KIPZ,Y
71919247,UAFL,Y
71923491,FLSZ,Y
71922591,ODSX,Y
71907285,KIPZ,Y
71923484,FLSZ,Y
71923368,QGHE,Y
71923173,LPUO,Y
71906020,FLSZ,Y
71912196,CJPF,Y
71915805,ROLF,Y
71905554,UVJX,Y
71919610,YFVO,Y
71919617,LROI,Y
71912259,TJIS,Y
71915660,NUXY,Y
71915651,NUXY,Y
71921893,OBEX,Y
71918723,OBEX,Y
71920264,RNZD,Y
71920248,FLSZ,Y
